"Format","AiM CSV File"
"Session","Rust kart"
"Vehicle","Rotax Max"
"Racer","Maxim"
"Championship",""
"Comment","Rustavi practice"
"Date","Saturday, July 26, 2025"
"Time","11:15 AM"
"Sample Rate","20"
"Duration","462.996"
"Segment","Session"
"Beacon Markers","68.943","131.836","193.826","255.808","317.364","378.351","444.859","462.996"
"Segment Times","1:08.943","1:02.893","1:01.990","1:01.982","1:01.556","1:00.987","1:06.508","0:18.137"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","InlineAcc","LateralAcc","VerticalAcc","G Lat Smth","G Long Smth","G sum smth","G Lat imu f","G Long imu f"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","g","g","g","g","g","g","g","g"

"5.800","37.3960","13","-0.3695","0.0892","-0.4114","-19.5519","-20.0133","410.3882","9.0700","0.1400","29.7391","41.56660027","44.95115030","0.2185","-0.5117","-1.0161","0.3610","0.1093","0.3828","-0.4993","0.2108"
"5.850","37.5228","13","-0.3800","0.0758","-0.3591","-20.4002","-20.4981","410.3907","9.0000","0.1400","29.1342","41.56660467","44.95114805","0.1748","-0.4597","-1.0449","0.3855","0.1067","0.4019","-0.5078","0.1985"
"5.900","37.7599","13","-0.4151","0.0673","-0.3745","-21.5321","-22.3120","410.3921","9.0000","0.1400","26.9346","41.56660908","44.95114571","0.1602","-0.5596","-1.1836","0.4137","0.1044","0.4239","-0.5039","0.1854"
"5.950","37.9589","13","-0.4462","0.0671","-0.3815","-23.1476","-23.9146","410.3638","9.0000","0.1400","25.2621","41.56661342","44.95114312","0.3125","-0.7119","-1.2275","0.4410","0.1010","0.4453","-0.5479","0.1887"
"6.000","37.9870","13","-0.4573","0.0831","-0.3992","-24.5466","-24.4355","410.3482","9.0000","0.1400","24.7420","41.56661760","44.95114034","0.2115","-0.6982","-1.0894","0.4623","0.0962","0.4659","-0.6235","0.2120"
"6.050","38.1262","13","-0.4922","0.0854","-0.3957","-25.8060","-26.1989","410.3363","9.0000","0.1400","23.1612","41.56662176","44.95113752","0.0563","-0.5205","-0.9849","0.4805","0.0920","0.4812","-0.6235","0.2115"
"6.100","38.1625","13","-0.5274","0.0910","-0.4201","-27.2335","-27.9724","410.3133","9.0000","0.1400","21.7133","41.56662591","44.95113463","0.1854","-0.5410","-0.9468","0.4958","0.0879","0.4938","-0.6235","0.2115"
"6.150","38.3942","13","-0.5475","0.0973","-0.4673","-28.4233","-28.9194","410.2726","9.0000","0.1400","21.1299","41.56663003","44.95113148","0.3113","-0.6953","-1.0566","0.5067","0.0833","0.5055","-0.5706","0.2173"
"6.200","38.6502","13","-0.5297","0.0984","-0.4289","-29.5328","-27.8646","410.2738","8.9700","0.1400","22.0759","41.56663412","44.95112825","0.2700","-0.6724","-1.1221","0.5144","0.0793","0.5154","-0.5547","0.2173"
"6.250","38.7755","13","-0.5324","0.0922","-0.4085","-31.0020","-27.8896","410.2704","8.9000","0.1400","22.1276","41.56663816","44.95112476","0.1578","-0.5049","-1.1650","0.5208","0.0765","0.5226","-0.5706","0.2556"
"6.300","38.9667","13","-0.5149","0.0917","-0.4246","-32.4518","-26.8626","410.2489","8.9000","0.1400","23.0869","41.56664209","44.95112122","0.1829","-0.4412","-1.1855","0.5239","0.0744","0.5276","-0.5864","0.2700"
"6.350","38.9083","13","-0.5127","0.0848","-0.4498","-33.8883","-26.6459","410.2133","8.9000","0.1400","23.2398","41.56664601","44.95111745","0.2825","-0.4871","-1.0918","0.5228","0.0724","0.5290","-0.5396","0.2639"
"6.400","39.0947","13","-0.5118","0.0864","-0.4868","-35.3875","-26.4980","410.1923","8.9000","0.1400","23.4815","41.56664975","44.95111353","0.4524","-0.6797","-1.1299","0.5195","0.0713","0.5281","-0.5083","0.2257"
"6.450","39.3914","13","-0.5192","0.0819","-0.5008","-36.7849","-26.7857","410.1687","8.9000","0.1400","23.4055","41.56665346","44.95110951","0.4409","-0.6489","-1.2334","0.5185","0.0712","0.5248","-0.4811","0.2173"
"6.500","39.5456","13","-0.5254","0.0685","-0.4786","-37.9224","-27.0097","410.1550","8.9000","0.1400","23.3023","41.56665728","44.95110537","0.2578","-0.5020","-1.1816","0.5169","0.0705","0.5230","-0.4709","0.2223"
"6.550","39.6281","13","-0.5173","0.0567","-0.4394","-39.0906","-26.5217","410.1478","8.9000","0.1400","23.7806","41.56666086","44.95110114","0.2062","-0.4626","-1.1602","0.5168","0.0682","0.5211","-0.4841","0.2223"
"6.600","39.5738","13","-0.5121","0.0496","-0.4125","-40.3487","-26.1951","410.1541","8.9000","0.1400","24.0441","41.56666446","44.95109669","0.1257","-0.4165","-1.1992","0.5174","0.0655","0.5202","-0.4939","0.2223"
"6.650","39.5601","13","-0.5217","0.0458","-0.4201","-41.8394","-26.6320","410.1466","8.8450","0.1400","23.6415","41.56666789","44.95109219","0.1747","-0.4695","-1.1299","0.5174","0.0626","0.5207","-0.4714","0.2101"
"6.700","39.6866","13","-0.5135","0.0489","-0.4120","-43.1138","-26.1650","410.1357","8.8000","0.1400","24.1403","41.56667134","44.95108763","0.2087","-0.4727","-1.0264","0.5177","0.0595","0.5232","-0.4646","0.2087"
"6.750","39.9482","13","-0.5170","0.0495","-0.4585","-44.4803","-26.2913","410.1086","8.8000","0.1400","24.1827","41.56667463","44.95108281","0.2286","-0.5278","-0.9746","0.5194","0.0565","0.5252","-0.4653","0.2087"
"6.800","39.9076","13","-0.5170","0.0512","-0.4070","-45.7948","-26.2392","410.1180","8.8000","0.1400","24.2061","41.56667790","44.95107799","0.2837","-0.4993","-1.0032","0.5227","0.0533","0.5276","-0.4709","0.2087"
"6.850","40.0301","13","-0.5122","0.0468","-0.3400","-47.2827","-25.9438","410.1298","8.8000","0.1400","24.5568","41.56668106","44.95107296","0.1769","-0.4019","-1.1260","0.5272","0.0503","0.5322","-0.4841","0.2087"
"6.900","40.0450","13","-0.5234","0.0532","-0.3200","-48.6028","-26.4614","410.1187","8.8000","0.1400","24.0855","41.56668406","44.95106787","0.3721","-0.4207","-1.1250","0.5328","0.0473","0.5398","-0.5103","0.2028"
"6.950","40.1755","13","-0.5434","0.0667","-0.3427","-49.7175","-27.4157","410.1005","8.8000","0.1400","23.3228","41.56668707","44.95106285","0.3337","-0.4919","-1.0029","0.5417","0.0442","0.5480","-0.5225","0.1887"
"7.000","40.3166","13","-0.5459","0.0510","-0.2869","-51.2247","-27.4677","410.1109","8.8000","0.1400","23.3605","41.56668996","44.95105742","0.0248","-0.5708","-0.9824","0.5525","0.0413","0.5589","-0.5415","0.1168"
"7.050","40.3338","13","-0.5538","0.0356","-0.2968","-52.2736","-27.8111","410.1035","8.8000","0.1400","23.0819","41.56669281","44.95105205","0.0197","-0.5615","-1.0742","0.5659","0.0388","0.5709","-0.5742","0.1134"
"7.100","40.3656","13","-0.5697","0.0282","-0.2966","-53.5445","-28.5724","410.0909","8.8000","0.1320","22.4845","41.56669553","44.95104672","0.0430","-0.6421","-1.0728","0.5812","0.0366","0.5840","-0.5913","0.1038"
"7.150","40.3949","13","-0.6003","0.0309","-0.2603","-55.4928","-30.0787","410.0909","8.7950","0.1400","21.3741","41.56669808","44.95104097","0.1085","-0.5811","-1.0859","0.5967","0.0349","0.5981","-0.6057","0.0957"
"7.200","40.4201","13","-0.6138","0.0310","-0.2618","-57.1535","-30.7245","410.0866","8.7000","0.1400","20.9378","41.56670052","44.95103532","0.1168","-0.6201","-1.0972","0.6112","0.0333","0.6106","-0.6172","0.0934"
"7.250","40.5062","13","-0.6345","0.0369","-0.2332","-58.8628","-31.7250","410.0924","8.7000","0.1400","20.3207","41.56670281","44.95102946","0.1146","-0.6616","-1.1611","0.6243","0.0314","0.6194","-0.6187","0.0945"
"7.300","40.6151","13","-0.6511","0.0243","-0.1830","-60.5188","-32.5106","410.0910","8.7000","0.1400","19.8830","41.56670498","44.95102355","0.0710","-0.6123","-1.2012","0.6344","0.0290","0.6276","-0.6201","0.1038"
"7.350","40.4713","13","-0.6626","0.0284","-0.2293","-61.5850","-33.0636","410.0698","8.7000","0.1400","19.4813","41.56670713","44.95101763","0.1171","-0.6426","-1.0898","0.6420","0.0258","0.6374","-0.6389","0.1134"
"7.400","40.5649","13","-0.6705","0.0225","-0.1689","-63.2194","-33.4286","410.0648","8.7000","0.1400","19.3131","41.56670909","44.95101162","0.0896","-0.5718","-1.0630","0.6488","0.0230","0.6505","-0.6436","0.1168"
"7.450","40.7105","13","-0.6601","0.0216","-0.1091","-65.0756","-32.8861","410.0823","8.7000","0.1400","19.7022","41.56671082","44.95100537","0.0953","-0.6343","-1.3281","0.6594","0.0201","0.6633","-0.6272","0.1216"
"7.500","40.7345","13","-0.6436","0.0195","-0.0905","-66.8952","-32.0475","410.0886","8.7000","0.1400","20.2296","41.56671244","44.95099912","0.2886","-0.7329","-1.2505","0.6709","0.0163","0.6762","-0.6123","0.1316"
"7.550","40.5576","13","-0.6364","0.0158","-0.0667","-68.5657","-31.6704","410.0855","8.7000","0.1300","20.3816","41.56671396","44.95099286","0.1597","-0.6523","-1.1836","0.6826","0.0133","0.6882","-0.6208","0.1404"
"7.600","40.6152","13","-0.6625","0.0107","-0.0903","-70.0724","-32.9617","410.0713","8.7000","0.1300","19.6110","41.56671527","44.95098648","0.1168","-0.5469","-1.3525","0.6944","0.0113","0.6993","-0.6216","0.1631"
"7.650","40.6217","13","-0.7146","0.0149","-0.0653","-71.7612","-35.5472","410.0636","8.7000","0.1300","18.1875","41.56671654","44.95098001","0.1771","-0.5698","-1.3740","0.7062","0.0104","0.7115","-0.6489","0.1939"
"7.700","40.6623","13","-0.7371","0.0108","-0.0270","-73.5174","-36.6558","410.0793","8.7000","0.1300","17.6551","41.56671762","44.95097341","0.1442","-0.6138","-1.2876","0.7218","0.0092","0.7267","-0.6621","0.2238"
"7.750","40.7263","13","-0.7580","0.0094","0.0361","-75.3212","-37.6963","410.1040","8.7000","0.1305","17.1948","41.56671849","44.95096690","0.2532","-0.6436","-1.2822","0.7433","0.0079","0.7443","-0.6658","0.2525"
"7.800","40.6638","13","-0.7681","0.0004","0.0781","-77.1475","-38.1984","410.1291","8.6700","0.1400","16.9428","41.56671916","44.95096023","0.4053","-0.6772","-1.3047","0.7676","0.0062","0.7634","-0.6812","0.2849"
"7.850","40.6052","13","-0.7734","-0.0176","0.1012","-79.0749","-38.4845","410.1459","8.6000","0.1400","16.7925","41.56671971","44.95095355","0.3547","-0.8730","-1.2607","0.7881","0.0046","0.7799","-0.7944","0.3121"
"7.900","40.7861","13","-0.7973","-0.0107","0.1877","-81.6711","-39.7254","410.1696","8.6000","0.1400","16.3404","41.56671983","44.95094667","0.3364","-1.0039","-1.1582","0.8003","0.0033","0.7918","-0.8149","0.3123"
"7.950","40.6066","13","-0.8394","-0.0090","0.2322","-83.8122","-41.8600","410.1881","8.6000","0.1400","15.4389","41.56671996","44.95094004","0.2805","-0.8940","-0.9590","0.8067","0.0022","0.7972","-0.8149","0.3123"
"8.000","40.4031","13","-0.8566","-0.0125","0.2899","-85.5439","-42.7602","410.2173","8.6000","0.1400","15.0382","41.56671992","44.95093350","0.3120","-0.7852","-0.8345","0.8089","0.0004","0.7976","-0.8149","0.3120"
"8.050","40.3684","13","-0.8511","-0.0127","0.3323","-87.3270","-42.5312","410.2255","8.6000","0.1400","15.1062","41.56671970","44.95092677","0.3359","-0.8994","-1.0322","0.8062","-0.0006","0.7933","-0.8093","0.2847"
"8.100","40.3231","13","-0.8202","-0.0050","0.3614","-89.4179","-41.0310","410.2448","8.6000","0.1400","15.6409","41.56671930","44.95092016","0.2515","-0.7856","-1.1118","0.7989","-0.0003","0.7852","-0.7856","0.2515"
"8.150","40.3870","13","-0.7920","0.0077","0.4579","-91.7103","-39.6483","410.2621","8.6000","0.1400","16.2120","41.56671874","44.95091342","0.1803","-0.7217","-1.1035","0.7856","0.0018","0.7766","-0.7209","0.1783"
"8.200","40.3901","13","-0.7738","0.0068","0.5248","-93.7091","-38.7447","410.2947","8.6000","0.1400","16.5914","41.56671795","44.95090677","0.0881","-0.6299","-1.1377","0.7674","0.0049","0.7649","-0.6299","0.1500"
"8.250","40.4676","13","-0.7440","0.0041","0.5904","-95.7499","-37.2610","410.3197","8.6000","0.1400","17.2852","41.56671700","44.95090020","0.1020","-0.5874","-1.1367","0.7462","0.0095","0.7474","-0.5911","0.1256"
"8.300","40.4114","13","-0.7093","-0.0002","0.6176","-97.4736","-35.5270","410.3341","8.6000","0.1400","18.1036","41.56671594","44.95089363","0.0533","-0.5488","-1.0190","0.7235","0.0144","0.7264","-0.5845","0.1130"
"8.350","40.4168","13","-0.6765","-0.0080","0.6796","-99.0722","-33.8999","410.3547","8.6000","0.1400","18.9751","41.56671484","44.95088698","0.0693","-0.5293","-0.9551","0.7019","0.0202","0.7055","-0.5845","0.1130"
"8.400","40.4053","13","-0.6781","0.0009","0.7095","-100.3290","-34.0050","410.3761","8.6000","0.1400","18.9111","41.56671362","44.95088052","0.1702","-0.5566","-1.0376","0.6824","0.0270","0.6870","-0.5845","0.1155"
"8.450","40.2628","13","-0.6690","-0.0017","0.7714","-102.1749","-33.5526","410.4110","8.5450","0.1400","19.0985","41.56671222","44.95087410","0.1130","-0.5703","-1.1582","0.6649","0.0328","0.6697","-0.5845","0.1635"
"8.500","40.2664","13","-0.6439","-0.0147","0.8241","-104.0037","-32.3123","410.4301","8.5000","0.1400","19.8333","41.56671058","44.95086775","0.2122","-0.7017","-1.1460","0.6489","0.0388","0.6520","-0.6533","0.2122"
"8.550","40.1885","13","-0.6249","-0.0019","0.8655","-105.7644","-31.3884","410.4539","8.5000","0.1405","20.3775","41.56670898","44.95086131","0.2808","-0.7437","-1.1016","0.6336","0.0449","0.6332","-0.6860","0.2276"
"8.600","40.1880","13","-0.6211","0.0218","0.9453","-107.1330","-31.2074","410.4816","8.5000","0.1500","20.4955","41.56670718","44.95085509","0.2394","-0.7412","-1.0112","0.6168","0.0507","0.6127","-0.6924","0.2505"
"8.650","40.4028","13","-0.6151","0.0547","0.9377","-108.4306","-30.8795","410.4874","8.5000","0.1500","20.8238","41.56670533","44.95084872","0.3530","-0.6587","-0.9766","0.5934","0.0566","0.5916","-0.6924","0.2727"
"8.700","40.4139","13","-0.5966","0.0804","0.9332","-110.2418","-29.8855","410.4985","8.5000","0.1500","21.5224","41.56670325","44.95084247","0.2739","-0.7031","-1.0190","0.5670","0.0624","0.5685","-0.6924","0.2803"
"8.750","40.8011","13","-0.5719","0.1075","0.9808","-111.8556","-28.5557","410.5251","8.5000","0.1500","22.7404","41.56670093","44.95083614","0.2314","-0.7754","-1.0771","0.5406","0.0689","0.5432","-0.6621","0.2803"
"8.800","40.9719","13","-0.5247","0.1128","1.0356","-113.0728","-26.0840","410.5545","8.5000","0.1500","24.9995","41.56669871","44.95082989","0.4104","-0.5435","-0.9905","0.5125","0.0753","0.5179","-0.5435","0.3037"
"8.850","40.9941","13","-0.4700","0.1219","1.0793","-114.0202","-23.2512","410.5805","8.5000","0.1500","28.0606","41.56669639","44.95082369","0.3813","-0.4458","-0.8311","0.4815","0.0822","0.4926","-0.4688","0.2950"
"8.900","41.2278","13","-0.4267","0.1251","1.1172","-115.0123","-21.0007","410.6145","8.5000","0.1500","31.2446","41.56669402","44.95081748","0.2588","-0.4507","-0.8657","0.4496","0.0894","0.4678","-0.4451","0.2803"
"8.950","41.5390","13","-0.4128","0.1100","1.1186","-116.1607","-20.2100","410.6202","8.5000","0.1500","32.7122","41.56669149","44.95081123","0.2915","-0.4131","-0.8677","0.4194","0.0957","0.4444","-0.4081","0.3065"
"9.000","41.7195","13","-0.3725","0.1185","1.1486","-117.1386","-18.1576","410.6516","8.5000","0.1500","36.5680","41.56668884","44.95080517","0.3323","-0.3062","-0.8425","0.3929","0.1020","0.4242","-0.3884","0.3323"
"9.050","41.8442","13","-0.3454","0.1155","1.1783","-118.0129","-16.7512","410.6742","8.5000","0.1500","39.7567","41.56668618","44.95079903","0.1511","-0.2191","-0.9849","0.3743","0.1094","0.4058","-0.3884","0.2833"
"9.100","42.0627","13","-0.3277","0.1067","1.1715","-118.7250","-15.8190","410.6923","8.5000","0.1500","42.3191","41.56668348","44.95079288","0.3330","-0.2839","-0.9734","0.3613","0.1173","0.3921","-0.3884","0.2864"
"9.150","42.2259","13","-0.3287","0.1182","1.2194","-119.4266","-15.7978","410.7450","8.4000","0.1500","42.5405","41.56668074","44.95078674","0.4155","-0.2698","-0.9048","0.3531","0.1250","0.3838","-0.3381","0.3027"
"9.200","42.4969","13","-0.3342","0.1304","1.2635","-120.2533","-15.9818","410.7660","8.4000","0.1500","42.3205","41.56667783","44.95078060","0.2681","-0.4861","-0.8247","0.3484","0.1321","0.3792","-0.3167","0.2842"
"9.250","42.7302","13","-0.3511","0.1429","1.2370","-121.1751","-16.6996","410.7806","8.4000","0.1500","40.7238","41.56667485","44.95077455","0.1968","-0.5366","-0.8721","0.3489","0.1380","0.3782","-0.4010","0.3003"
"9.300","42.9162","13","-0.3471","0.1386","1.2558","-121.8792","-16.4114","410.8091","8.4000","0.1500","41.6194","41.56667186","44.95076848","0.3569","-0.4524","-0.8760","0.3541","0.1425","0.3812","-0.4309","0.3135"
"9.350","43.2274","13","-0.3575","0.1435","1.2835","-122.6524","-16.8109","410.8310","8.4000","0.1500","40.9250","41.56666872","44.95076251","0.2773","-0.2399","-1.0566","0.3618","0.1464","0.3872","-0.4485","0.3027"
"9.400","43.5767","13","-0.3673","0.1438","1.2922","-123.7278","-17.1723","410.8491","8.4000","0.1500","40.3874","41.56666545","44.95075644","0.2842","-0.4827","-1.0298","0.3699","0.1500","0.3952","-0.4827","0.2979"
"9.450","43.6708","13","-0.3740","0.1330","1.3569","-124.7790","-17.3826","410.8885","8.4000","0.1500","39.9849","41.56666213","44.95075052","0.3406","-0.4939","-1.0918","0.3762","0.1530","0.4033","-0.4377","0.2979"
"9.500","44.0544","13","-0.3919","0.1305","1.3371","-125.4393","-18.1206","410.9047","8.4000","0.1500","38.6933","41.56665880","44.95074455","0.2959","-0.3357","-1.0825","0.3803","0.1568","0.4084","-0.4309","0.3022"
"9.550","44.3251","13","-0.4007","0.1411","1.3068","-126.1430","-18.4336","410.9128","8.4000","0.1505","38.2702","41.56665531","44.95073863","0.3186","-0.5679","-1.0342","0.3820","0.1592","0.4088","-0.4446","0.3055"
"9.600","44.4280","13","-0.3994","0.1628","1.3243","-127.2265","-18.2705","410.9447","8.4000","0.1600","38.7014","41.56665183","44.95073283","0.2532","-0.3943","-1.0986","0.3791","0.1600","0.4074","-0.4446","0.3088"
"9.650","44.6842","13","-0.3959","0.1840","1.3635","-128.2324","-17.9928","410.9733","8.4000","0.1600","39.5253","41.56664814","44.95072701","0.2448","-0.3674","-1.0293","0.3723","0.1602","0.4057","-0.4053","0.3011"
"9.700","45.0043","13","-0.3878","0.2026","1.3461","-128.9082","-17.4985","410.9934","8.4000","0.1600","40.9329","41.56664442","44.95072115","0.3757","-0.5767","-0.9675","0.3648","0.1592","0.4041","-0.4446","0.3000"
"9.750","45.3441","13","-0.3643","0.2054","1.3142","-129.9112","-16.3063","411.0019","8.4000","0.1600","44.2573","41.56664063","44.95071541","0.3250","-0.4426","-1.1465","0.3567","0.1572","0.4014","-0.4937","0.3088"
"9.800","45.6198","13","-0.3282","0.2024","1.3231","-130.5883","-14.5758","411.0262","8.4000","0.1570","49.8127","41.56663676","44.95070956","0.2788","-0.2502","-1.1699","0.3471","0.1548","0.3966","-0.4485","0.3088"
"9.850","46.5328","13","-0.3054","0.1938","1.2288","-131.5993","-13.4617","411.0027","8.4000","0.1500","55.0149","41.56663252","44.95070368","0.2937","-0.4158","-0.9258","0.3381","0.1538","0.3912","-0.4485","0.3274"
"9.900","46.8596","13","-0.3110","0.1974","1.1860","-132.0767","-13.6033","411.0037","8.4000","0.1580","54.8245","41.56662848","44.95069785","0.3142","-0.7144","-0.7681","0.3316","0.1510","0.3855","-0.3948","0.3452"
"9.950","46.9874","13","-0.3280","0.1876","1.2089","-132.5825","-14.2405","411.0179","8.4000","0.1600","52.5140","41.56662436","44.95069212","0.3650","-0.6230","-0.9116","0.3275","0.1467","0.3778","-0.3481","0.3228"
"10.000","47.0950","13","-0.3126","0.1909","1.2036","-133.1816","-13.4792","411.0371","8.4000","0.1600","55.6072","41.56662026","44.95068642","0.3923","-0.3022","-1.0620","0.3252","0.1428","0.3697","-0.4011","0.3186"
"10.050","47.2642","13","-0.3185","0.1692","1.2073","-133.8026","-13.6332","411.0508","8.4000","0.1600","55.1768","41.56661609","44.95068081","0.3750","-0.1384","-1.0977","0.3266","0.1394","0.3623","-0.4047","0.3186"
"10.100","47.4437","13","-0.3403","0.1340","1.2040","-134.4041","-14.4805","411.0623","8.4000","0.1600","52.1452","41.56661184","44.95067526","0.3352","-0.2791","-1.0381","0.3283","0.1366","0.3559","-0.4075","0.3269"
"10.150","47.8436","13","-0.3544","0.1124","1.1351","-135.4307","-15.0053","411.0580","8.4000","0.1605","50.7458","41.56660728","44.95066976","0.3130","-0.4292","-0.9844","0.3263","0.1345","0.3468","-0.4015","0.3269"
"10.200","48.2389","13","-0.3373","0.0971","1.1060","-136.4156","-14.2267","411.0412","8.4000","0.1760","53.9650","41.56660263","44.95066434","0.2839","-0.4136","-1.0132","0.3187","0.1333","0.3326","-0.3650","0.3145"
"10.250","48.5776","13","-0.3375","0.0885","1.0589","-137.1969","-14.1853","411.0357","8.4000","0.1900","54.5025","41.56659802","44.95065883","0.2174","-0.3997","-1.0684","0.3067","0.1323","0.3164","-0.3650","0.3096"
"10.300","48.7080","13","-0.3211","0.0932","1.0360","-137.8213","-13.4511","411.0344","8.4000","0.1900","57.6319","41.56659336","44.95065353","0.3279","-0.4465","-0.8862","0.2919","0.1314","0.3002","-0.3650","0.3096"
