"Format","AiM CSV File"
"Session","RIM B"
"Vehicle","RotaxMax1"
"Racer","KharitonovIvan"
"Championship",""
"Comment",""
"Date","Tuesday, November 11, 2025"
"Time","4:19 PM"
"Sample Rate","20"
"Duration","1017.99"
"Segment","Session"
"Beacon Markers","106.911","180.84","248.739","315.457","381.265","446.774","514.314","580.835","647.099","711.313","777.139","852.77","936.004","1004.23","1017.99"
"Segment Times","1:46.911","1:13.929","1:07.899","1:06.718","1:05.808","1:05.509","1:07.540","1:06.521","1:06.264","1:04.214","1:05.826","1:15.631","1:23.234","1:08.222","0:13.760"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","Logger Temperature","AccelerometerX","AccelerometerY","AccelerometerZ","GyroX","GyroY","GyroZ","Int Batt Voltage","RPM","Distance on GPS Speed"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","°C","g","g","g","deg/s","deg/s","deg/s","V","rpm","m"

"3.000","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6685","-0.1554","-0.1918","0.1172","18.6320","6.1643","12.3574","4.1090","4604.0000","10.2730"
"3.050","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6776","-0.1560","-0.2027","0.1241","17.6180","6.2484","12.1992","4.1104","4492.1001","10.4442"
"3.100","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6866","-0.1548","-0.2137","0.1322","15.7605","6.3346","11.8734","4.1119","4713.3501","10.6155"
"3.150","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6875","-0.1533","-0.2210","0.1373","13.9012","6.4029","11.5418","4.1120","4801.4502","10.7867"
"3.200","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6875","-0.1522","-0.2265","0.1403","12.0969","6.4674","11.2246","4.1120","5038.6001","10.9579"
"3.250","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6875","-0.1516","-0.2306","0.1410","10.7277","6.5262","11.0066","4.1120","5247.3999","11.1291"
"3.300","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6875","-0.1500","-0.2351","0.1389","10.0555","6.6004","10.9445","4.1120","5207.7002","11.3003"
"3.350","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6875","-0.1469","-0.2406","0.1356","10.3492","6.6514","11.0520","4.1120","5314.2500","11.4715"
"3.400","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6875","-0.1415","-0.2491","0.1317","10.9578","6.6889","11.2121","4.1120","5336.6499","11.6428"
"3.450","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6875","-0.1340","-0.2595","0.1280","11.2785","6.7182","11.3188","4.1120","5382.6001","11.8140"
"3.500","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6875","-0.1241","-0.2702","0.1249","10.9812","6.7475","11.3289","4.1120","5424.0498","11.9852"
"3.550","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6875","-0.1127","-0.2796","0.1229","10.1297","6.7844","11.2672","4.1120","5342.0000","12.1564"
"3.600","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6875","-0.1007","-0.2867","0.1220","8.8867","6.8291","11.1699","4.1120","5264.3999","12.3276"
"3.650","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6875","-0.0903","-0.2921","0.1217","7.4742","6.8742","11.0723","4.1120","5374.0000","12.4988"
"3.700","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6875","-0.0828","-0.2958","0.1218","5.7434","6.9365","10.9703","4.1120","5433.0000","12.6701"
"3.750","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6875","-0.0808","-0.2970","0.1219","4.3703","6.9932","10.9035","4.1120","5342.7500","12.8413"
"3.800","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6875","-0.0815","-0.2957","0.1224","3.1081","7.0459","10.8523","4.1120","5209.5000","13.0125"
"3.850","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6875","-0.0849","-0.2910","0.1235","1.9538","7.0961","10.8586","4.1120","5195.5498","13.1837"
"3.900","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6875","-0.0905","-0.2857","0.1247","1.4145","7.1303","10.9316","4.1120","5195.3999","13.3549"
"3.950","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6875","-0.0986","-0.2811","0.1260","1.3468","7.1711","11.0672","4.1120","5025.5000","13.5261"
"4.000","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6875","-0.1085","-0.2773","0.1275","1.7230","7.2271","11.2730","4.1120","5036.0000","13.6974"
"4.050","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6875","-0.1203","-0.2736","0.1309","2.5415","7.3070","11.5613","4.1120","5068.2998","13.8686"
"4.100","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6875","-0.1286","-0.2713","0.1354","3.3832","7.3928","11.8152","4.1120","4994.3999","14.0398"
"4.150","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6798","-0.1346","-0.2697","0.1409","4.1996","7.4977","12.0238","4.1120","5089.6001","14.2110"
"4.200","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6706","-0.1384","-0.2695","0.1465","4.8971","7.6225","12.1844","4.1120","5380.1001","14.3822"
"4.250","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6614","-0.1408","-0.2706","0.1508","5.4682","7.7590","12.3102","4.1120","5376.2500","14.5534"
"4.300","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6522","-0.1421","-0.2729","0.1535","5.9330","7.8957","12.4199","4.1120","5559.0000","14.7247"
"4.350","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6430","-0.1423","-0.2759","0.1539","6.2379","8.0154","12.5176","4.1120","5507.0000","14.8959"
"4.400","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6338","-0.1409","-0.2797","0.1526","6.3545","8.1227","12.6000","4.1120","5576.1001","15.0671"
"4.450","12.3276","3","0.0000","0.0000","0.0490","23.5822","0.0000","403.8502","200.0000","13.0100","10000.0000","41.56635925","44.95115151","26.6246","-0.1367","-0.2834","0.1498","6.2033","8.2402","12.6707","4.1120","5644.3999","15.2383"
